filepath,filename,class,class_idx,split
data/raw/motor_off/motor_off_0054.wav,motor_off_0054.wav,motor_off,0,train
data/raw/motor_off/motor_off_0055.wav,motor_off_0055.wav,motor_off,0,train
data/raw/motor_off/motor_off_0056.wav,motor_off_0056.wav,motor_off,0,train
data/raw/motor_off/motor_off_0057.wav,motor_off_0057.wav,motor_off,0,train
data/raw/motor_off/motor_off_0058.wav,motor_off_0058.wav,motor_off,0,train
data/raw/motor_off/motor_off_0059.wav,motor_off_0059.wav,motor_off,0,train
data/raw/motor_off/motor_off_0060.wav,motor_off_0060.wav,motor_off,0,train
data/raw/motor_off/motor_off_0061.wav,motor_off_0061.wav,motor_off,0,val
data/raw/motor_off/motor_off_0062.wav,motor_off_0062.wav,motor_off,0,train
data/raw/motor_off/motor_off_0063.wav,motor_off_0063.wav,motor_off,0,train
data/raw/motor_off/motor_off_0064.wav,motor_off_0064.wav,motor_off,0,val
data/raw/motor_off/motor_off_0065.wav,motor_off_0065.wav,motor_off,0,train
data/raw/motor_off/motor_off_0066.wav,motor_off_0066.wav,motor_off,0,train
data/raw/motor_off/motor_off_0067.wav,motor_off_0067.wav,motor_off,0,train
data/raw/motor_off/motor_off_0068.wav,motor_off_0068.wav,motor_off,0,val
data/raw/motor_off/motor_off_0069.wav,motor_off_0069.wav,motor_off,0,train
data/raw/motor_off/motor_off_0070.wav,motor_off_0070.wav,motor_off,0,train
data/raw/motor_off/motor_off_0071.wav,motor_off_0071.wav,motor_off,0,train
data/raw/motor_off/motor_off_0072.wav,motor_off_0072.wav,motor_off,0,train
data/raw/motor_off/motor_off_0073.wav,motor_off_0073.wav,motor_off,0,train
data/raw/motor_off/motor_off_0074.wav,motor_off_0074.wav,motor_off,0,train
data/raw/motor_off/motor_off_0075.wav,motor_off_0075.wav,motor_off,0,train
data/raw/motor_off/motor_off_0076.wav,motor_off_0076.wav,motor_off,0,train
data/raw/motor_off/motor_off_0077.wav,motor_off_0077.wav,motor_off,0,val
data/raw/motor_off/motor_off_0078.wav,motor_off_0078.wav,motor_off,0,train
data/raw/motor_off/motor_off_0079.wav,motor_off_0079.wav,motor_off,0,train
data/raw/motor_off/motor_off_0080.wav,motor_off_0080.wav,motor_off,0,train
data/raw/motor_off/motor_off_0081.wav,motor_off_0081.wav,motor_off,0,train
data/raw/motor_off/motor_off_0082.wav,motor_off_0082.wav,motor_off,0,train
data/raw/motor_off/motor_off_0083.wav,motor_off_0083.wav,motor_off,0,train
data/raw/motor_off/motor_off_0084.wav,motor_off_0084.wav,motor_off,0,train
data/raw/motor_off/motor_off_0085.wav,motor_off_0085.wav,motor_off,0,train
data/raw/motor_off/motor_off_0086.wav,motor_off_0086.wav,motor_off,0,train
data/raw/motor_off/motor_off_0087.wav,motor_off_0087.wav,motor_off,0,train
data/raw/motor_off/motor_off_0088.wav,motor_off_0088.wav,motor_off,0,train
data/raw/motor_off/motor_off_0089.wav,motor_off_0089.wav,motor_off,0,train
data/raw/motor_off/motor_off_0090.wav,motor_off_0090.wav,motor_off,0,train
data/raw/motor_off/motor_off_0091.wav,motor_off_0091.wav,motor_off,0,train
data/raw/motor_off/motor_off_0092.wav,motor_off_0092.wav,motor_off,0,val
data/raw/motor_off/motor_off_0093.wav,motor_off_0093.wav,motor_off,0,train
data/raw/motor_off/motor_off_0094.wav,motor_off_0094.wav,motor_off,0,train
data/raw/motor_off/motor_off_0095.wav,motor_off_0095.wav,motor_off,0,train
data/raw/motor_off/motor_off_0096.wav,motor_off_0096.wav,motor_off,0,train
data/raw/motor_off/motor_off_0097.wav,motor_off_0097.wav,motor_off,0,train
data/raw/motor_off/motor_off_0098.wav,motor_off_0098.wav,motor_off,0,val
data/raw/motor_off/motor_off_0099.wav,motor_off_0099.wav,motor_off,0,train
data/raw/motor_off/motor_off_0100.wav,motor_off_0100.wav,motor_off,0,val
data/raw/motor_off/motor_off_0101.wav,motor_off_0101.wav,motor_off,0,val
data/raw/motor_off/motor_off_0102.wav,motor_off_0102.wav,motor_off,0,train
data/raw/motor_off/motor_off_0103.wav,motor_off_0103.wav,motor_off,0,train
data/raw/motor_off/motor_off_0104.wav,motor_off_0104.wav,motor_off,0,train
data/raw/motor_off/motor_off_0105.wav,motor_off_0105.wav,motor_off,0,train
data/raw/motor_off/motor_off_0106.wav,motor_off_0106.wav,motor_off,0,train
data/raw/motor_off/motor_off_0107.wav,motor_off_0107.wav,motor_off,0,train
data/raw/motor_off/motor_off_0108.wav,motor_off_0108.wav,motor_off,0,train
data/raw/motor_off/motor_off_0109.wav,motor_off_0109.wav,motor_off,0,train
data/raw/motor_off/motor_off_0110.wav,motor_off_0110.wav,motor_off,0,train
data/raw/motor_off/motor_off_0111.wav,motor_off_0111.wav,motor_off,0,train
data/raw/motor_off/motor_off_0112.wav,motor_off_0112.wav,motor_off,0,train
data/raw/motor_off/motor_off_0113.wav,motor_off_0113.wav,motor_off,0,train
data/raw/motor_off/motor_off_0114.wav,motor_off_0114.wav,motor_off,0,train
data/raw/motor_off/motor_off_0115.wav,motor_off_0115.wav,motor_off,0,train
data/raw/motor_off/motor_off_0116.wav,motor_off_0116.wav,motor_off,0,train
data/raw/motor_off/motor_off_0117.wav,motor_off_0117.wav,motor_off,0,train
data/raw/motor_off/motor_off_0118.wav,motor_off_0118.wav,motor_off,0,train
data/raw/motor_off/motor_off_0119.wav,motor_off_0119.wav,motor_off,0,train
data/raw/motor_off/motor_off_0120.wav,motor_off_0120.wav,motor_off,0,train
data/raw/motor_off/motor_off_0121.wav,motor_off_0121.wav,motor_off,0,train
data/raw/motor_off/motor_off_0122.wav,motor_off_0122.wav,motor_off,0,train
data/raw/motor_off/motor_off_0123.wav,motor_off_0123.wav,motor_off,0,train
data/raw/motor_off/motor_off_0124.wav,motor_off_0124.wav,motor_off,0,train
data/raw/motor_off/motor_off_0125.wav,motor_off_0125.wav,motor_off,0,train
data/raw/motor_off/motor_off_0126.wav,motor_off_0126.wav,motor_off,0,val
data/raw/motor_off/motor_off_0127.wav,motor_off_0127.wav,motor_off,0,val
data/raw/motor_off/motor_off_0128.wav,motor_off_0128.wav,motor_off,0,train
data/raw/motor_off/motor_off_0129.wav,motor_off_0129.wav,motor_off,0,train
data/raw/motor_off/motor_off_0130.wav,motor_off_0130.wav,motor_off,0,train
data/raw/motor_off/motor_off_0131.wav,motor_off_0131.wav,motor_off,0,train
data/raw/motor_off/motor_off_0132.wav,motor_off_0132.wav,motor_off,0,train
data/raw/motor_off/motor_off_0133.wav,motor_off_0133.wav,motor_off,0,train
data/raw/motor_off/motor_off_0134.wav,motor_off_0134.wav,motor_off,0,train
data/raw/motor_off/motor_off_0135.wav,motor_off_0135.wav,motor_off,0,train
data/raw/motor_off/motor_off_0136.wav,motor_off_0136.wav,motor_off,0,train
data/raw/motor_off/motor_off_0137.wav,motor_off_0137.wav,motor_off,0,train
data/raw/motor_off/motor_off_0138.wav,motor_off_0138.wav,motor_off,0,train
data/raw/motor_off/motor_off_0139.wav,motor_off_0139.wav,motor_off,0,train
data/raw/motor_off/motor_off_0140.wav,motor_off_0140.wav,motor_off,0,train
data/raw/motor_off/motor_off_0141.wav,motor_off_0141.wav,motor_off,0,train
data/raw/motor_off/motor_off_0142.wav,motor_off_0142.wav,motor_off,0,train
data/raw/motor_off/motor_off_0143.wav,motor_off_0143.wav,motor_off,0,train
data/raw/motor_off/motor_off_0144.wav,motor_off_0144.wav,motor_off,0,train
data/raw/motor_off/motor_off_0145.wav,motor_off_0145.wav,motor_off,0,train
data/raw/motor_off/motor_off_0146.wav,motor_off_0146.wav,motor_off,0,val
data/raw/motor_off/motor_off_0147.wav,motor_off_0147.wav,motor_off,0,train
data/raw/motor_off/motor_off_0148.wav,motor_off_0148.wav,motor_off,0,train
data/raw/motor_off/motor_off_0149.wav,motor_off_0149.wav,motor_off,0,train
data/raw/motor_off/motor_off_0150.wav,motor_off_0150.wav,motor_off,0,train
data/raw/motor_off/motor_off_0151.wav,motor_off_0151.wav,motor_off,0,train
data/raw/motor_off/motor_off_0152.wav,motor_off_0152.wav,motor_off,0,train
data/raw/motor_off/motor_off_0153.wav,motor_off_0153.wav,motor_off,0,train
data/raw/motor_off/motor_off_0154.wav,motor_off_0154.wav,motor_off,0,train
data/raw/motor_off/motor_off_0155.wav,motor_off_0155.wav,motor_off,0,train
data/raw/motor_off/motor_off_0156.wav,motor_off_0156.wav,motor_off,0,train
data/raw/motor_off/motor_off_0157.wav,motor_off_0157.wav,motor_off,0,train
data/raw/motor_off/motor_off_0158.wav,motor_off_0158.wav,motor_off,0,train
data/raw/motor_off/motor_off_0159.wav,motor_off_0159.wav,motor_off,0,train
data/raw/motor_off/motor_off_0160.wav,motor_off_0160.wav,motor_off,0,train
data/raw/motor_off/motor_off_0161.wav,motor_off_0161.wav,motor_off,0,train
data/raw/motor_off/motor_off_0162.wav,motor_off_0162.wav,motor_off,0,train
data/raw/motor_off/motor_off_0163.wav,motor_off_0163.wav,motor_off,0,train
data/raw/motor_off/motor_off_0164.wav,motor_off_0164.wav,motor_off,0,train
data/raw/motor_off/motor_off_0165.wav,motor_off_0165.wav,motor_off,0,train
data/raw/motor_off/motor_off_0166.wav,motor_off_0166.wav,motor_off,0,val
data/raw/motor_off/motor_off_0167.wav,motor_off_0167.wav,motor_off,0,train
data/raw/motor_off/motor_off_0168.wav,motor_off_0168.wav,motor_off,0,train
data/raw/motor_off/motor_off_0169.wav,motor_off_0169.wav,motor_off,0,train
data/raw/motor_off/motor_off_0170.wav,motor_off_0170.wav,motor_off,0,train
data/raw/motor_off/motor_off_0171.wav,motor_off_0171.wav,motor_off,0,train
data/raw/motor_off/motor_off_0172.wav,motor_off_0172.wav,motor_off,0,train
data/raw/motor_off/motor_off_0173.wav,motor_off_0173.wav,motor_off,0,train
data/raw/motor_off/motor_off_0174.wav,motor_off_0174.wav,motor_off,0,train
data/raw/motor_off/motor_off_0175.wav,motor_off_0175.wav,motor_off,0,train
data/raw/motor_off/motor_off_0176.wav,motor_off_0176.wav,motor_off,0,train
data/raw/motor_off/motor_off_0177.wav,motor_off_0177.wav,motor_off,0,train
data/raw/motor_off/motor_off_0178.wav,motor_off_0178.wav,motor_off,0,train
data/raw/motor_off/motor_off_0179.wav,motor_off_0179.wav,motor_off,0,train
data/raw/motor_off/motor_off_0180.wav,motor_off_0180.wav,motor_off,0,train
data/raw/motor_off/motor_off_0181.wav,motor_off_0181.wav,motor_off,0,train
data/raw/motor_off/motor_off_0182.wav,motor_off_0182.wav,motor_off,0,train
data/raw/motor_off/motor_off_0183.wav,motor_off_0183.wav,motor_off,0,train
data/raw/motor_off/motor_off_0184.wav,motor_off_0184.wav,motor_off,0,val
data/raw/motor_off/motor_off_0185.wav,motor_off_0185.wav,motor_off,0,train
data/raw/motor_off/motor_off_0186.wav,motor_off_0186.wav,motor_off,0,train
data/raw/motor_off/motor_off_0187.wav,motor_off_0187.wav,motor_off,0,train
data/raw/motor_off/motor_off_0188.wav,motor_off_0188.wav,motor_off,0,train
data/raw/motor_off/motor_off_0189.wav,motor_off_0189.wav,motor_off,0,train
data/raw/motor_off/motor_off_0190.wav,motor_off_0190.wav,motor_off,0,train
data/raw/motor_off/motor_off_0191.wav,motor_off_0191.wav,motor_off,0,val
data/raw/motor_off/motor_off_0192.wav,motor_off_0192.wav,motor_off,0,train
data/raw/motor_off/motor_off_0193.wav,motor_off_0193.wav,motor_off,0,val
data/raw/motor_off/motor_off_0194.wav,motor_off_0194.wav,motor_off,0,train
data/raw/motor_off/motor_off_0195.wav,motor_off_0195.wav,motor_off,0,train
data/raw/motor_off/motor_off_0196.wav,motor_off_0196.wav,motor_off,0,train
data/raw/motor_off/motor_off_0197.wav,motor_off_0197.wav,motor_off,0,train
data/raw/motor_off/motor_off_0198.wav,motor_off_0198.wav,motor_off,0,val
data/raw/motor_off/motor_off_0199.wav,motor_off_0199.wav,motor_off,0,train
data/raw/motor_off/motor_off_0200.wav,motor_off_0200.wav,motor_off,0,train
data/raw/motor_off/motor_off_0201.wav,motor_off_0201.wav,motor_off,0,val
data/raw/motor_off/motor_off_0202.wav,motor_off_0202.wav,motor_off,0,train
data/raw/motor_off/motor_off_0203.wav,motor_off_0203.wav,motor_off,0,train
data/raw/motor_off/motor_off_0204.wav,motor_off_0204.wav,motor_off,0,train
data/raw/motor_off/motor_off_0205.wav,motor_off_0205.wav,motor_off,0,train
data/raw/motor_off/motor_off_0206.wav,motor_off_0206.wav,motor_off,0,train
data/raw/motor_off/motor_off_0207.wav,motor_off_0207.wav,motor_off,0,train
data/raw/motor_off/motor_off_0208.wav,motor_off_0208.wav,motor_off,0,train
data/raw/motor_off/motor_off_0209.wav,motor_off_0209.wav,motor_off,0,train
data/raw/motor_off/motor_off_0210.wav,motor_off_0210.wav,motor_off,0,train
data/raw/motor_off/motor_off_0211.wav,motor_off_0211.wav,motor_off,0,train
data/raw/motor_off/motor_off_0212.wav,motor_off_0212.wav,motor_off,0,train
data/raw/motor_off/motor_off_0213.wav,motor_off_0213.wav,motor_off,0,train
data/raw/motor_off/motor_off_0214.wav,motor_off_0214.wav,motor_off,0,val
data/raw/motor_off/motor_off_0215.wav,motor_off_0215.wav,motor_off,0,train
data/raw/motor_off/motor_off_0216.wav,motor_off_0216.wav,motor_off,0,train
data/raw/motor_off/motor_off_0217.wav,motor_off_0217.wav,motor_off,0,train
data/raw/motor_off/motor_off_0218.wav,motor_off_0218.wav,motor_off,0,train
data/raw/motor_off/motor_off_0219.wav,motor_off_0219.wav,motor_off,0,train
data/raw/motor_off/motor_off_0220.wav,motor_off_0220.wav,motor_off,0,train
data/raw/motor_off/motor_off_0221.wav,motor_off_0221.wav,motor_off,0,train
data/raw/motor_off/motor_off_0222.wav,motor_off_0222.wav,motor_off,0,train
data/raw/motor_off/motor_off_0223.wav,motor_off_0223.wav,motor_off,0,train
data/raw/motor_off/motor_off_0224.wav,motor_off_0224.wav,motor_off,0,train
data/raw/motor_off/motor_off_0225.wav,motor_off_0225.wav,motor_off,0,train
data/raw/motor_off/motor_off_0226.wav,motor_off_0226.wav,motor_off,0,train
data/raw/motor_off/motor_off_0227.wav,motor_off_0227.wav,motor_off,0,train
data/raw/motor_off/motor_off_0228.wav,motor_off_0228.wav,motor_off,0,train
data/raw/motor_off/motor_off_0229.wav,motor_off_0229.wav,motor_off,0,train
data/raw/motor_off/motor_off_0230.wav,motor_off_0230.wav,motor_off,0,val
data/raw/motor_off/motor_off_0231.wav,motor_off_0231.wav,motor_off,0,train
data/raw/motor_off/motor_off_0232.wav,motor_off_0232.wav,motor_off,0,train
data/raw/motor_off/motor_off_0233.wav,motor_off_0233.wav,motor_off,0,val
data/raw/motor_off/motor_off_0234.wav,motor_off_0234.wav,motor_off,0,val
data/raw/motor_off/motor_off_0235.wav,motor_off_0235.wav,motor_off,0,val
data/raw/motor_off/motor_off_0236.wav,motor_off_0236.wav,motor_off,0,train
data/raw/motor_off/motor_off_0237.wav,motor_off_0237.wav,motor_off,0,train
data/raw/motor_off/motor_off_0238.wav,motor_off_0238.wav,motor_off,0,train
data/raw/motor_off/motor_off_0239.wav,motor_off_0239.wav,motor_off,0,train
data/raw/motor_off/motor_off_0240.wav,motor_off_0240.wav,motor_off,0,train
data/raw/motor_off/motor_off_0241.wav,motor_off_0241.wav,motor_off,0,train
data/raw/motor_off/motor_off_0242.wav,motor_off_0242.wav,motor_off,0,train
data/raw/motor_off/motor_off_0243.wav,motor_off_0243.wav,motor_off,0,train
data/raw/motor_off/motor_off_0244.wav,motor_off_0244.wav,motor_off,0,train
data/raw/motor_off/motor_off_0245.wav,motor_off_0245.wav,motor_off,0,train
data/raw/motor_off/motor_off_0246.wav,motor_off_0246.wav,motor_off,0,train
data/raw/motor_off/motor_off_0247.wav,motor_off_0247.wav,motor_off,0,train
data/raw/motor_off/motor_off_0248.wav,motor_off_0248.wav,motor_off,0,train
data/raw/motor_off/motor_off_0249.wav,motor_off_0249.wav,motor_off,0,train
data/raw/motor_off/motor_off_0250.wav,motor_off_0250.wav,motor_off,0,train
data/raw/motor_off/motor_off_0251.wav,motor_off_0251.wav,motor_off,0,train
data/raw/motor_off/motor_off_0252.wav,motor_off_0252.wav,motor_off,0,train
data/raw/motor_off/motor_off_0253.wav,motor_off_0253.wav,motor_off,0,val
data/raw/motor_off/motor_off_0254.wav,motor_off_0254.wav,motor_off,0,val
data/raw/motor_off/motor_off_0255.wav,motor_off_0255.wav,motor_off,0,train
data/raw/motor_off/motor_off_0256.wav,motor_off_0256.wav,motor_off,0,val
data/raw/motor_off/motor_off_0257.wav,motor_off_0257.wav,motor_off,0,train
data/raw/motor_off/motor_off_0258.wav,motor_off_0258.wav,motor_off,0,train
data/raw/motor_off/motor_off_0259.wav,motor_off_0259.wav,motor_off,0,val
data/raw/motor_off/motor_off_0260.wav,motor_off_0260.wav,motor_off,0,train
data/raw/motor_off/motor_off_0261.wav,motor_off_0261.wav,motor_off,0,val
data/raw/motor_off/motor_off_0262.wav,motor_off_0262.wav,motor_off,0,train
data/raw/motor_off/motor_off_0263.wav,motor_off_0263.wav,motor_off,0,train
data/raw/motor_off/motor_off_0264.wav,motor_off_0264.wav,motor_off,0,train
data/raw/motor_off/motor_off_0265.wav,motor_off_0265.wav,motor_off,0,train
data/raw/motor_off/motor_off_0266.wav,motor_off_0266.wav,motor_off,0,train
data/raw/motor_off/motor_off_0267.wav,motor_off_0267.wav,motor_off,0,train
data/raw/motor_off/motor_off_0268.wav,motor_off_0268.wav,motor_off,0,train
data/raw/motor_off/motor_off_0269.wav,motor_off_0269.wav,motor_off,0,train
data/raw/motor_off/motor_off_0270.wav,motor_off_0270.wav,motor_off,0,train
data/raw/motor_off/motor_off_0271.wav,motor_off_0271.wav,motor_off,0,val
data/raw/motor_off/motor_off_0272.wav,motor_off_0272.wav,motor_off,0,train
data/raw/motor_off/motor_off_0273.wav,motor_off_0273.wav,motor_off,0,val
data/raw/motor_off/motor_off_0274.wav,motor_off_0274.wav,motor_off,0,train
data/raw/motor_off/motor_off_0275.wav,motor_off_0275.wav,motor_off,0,train
data/raw/motor_off/motor_off_0276.wav,motor_off_0276.wav,motor_off,0,train
data/raw/motor_off/motor_off_0277.wav,motor_off_0277.wav,motor_off,0,train
data/raw/motor_off/motor_off_0278.wav,motor_off_0278.wav,motor_off,0,train
data/raw/motor_off/motor_off_0279.wav,motor_off_0279.wav,motor_off,0,train
data/raw/motor_off/motor_off_0280.wav,motor_off_0280.wav,motor_off,0,train
data/raw/motor_off/motor_off_0281.wav,motor_off_0281.wav,motor_off,0,val
data/raw/motor_off/motor_off_0282.wav,motor_off_0282.wav,motor_off,0,train
data/raw/motor_off/motor_off_0283.wav,motor_off_0283.wav,motor_off,0,val
data/raw/motor_off/motor_off_0284.wav,motor_off_0284.wav,motor_off,0,val
data/raw/motor_off/motor_off_0285.wav,motor_off_0285.wav,motor_off,0,train
data/raw/motor_off/motor_off_0286.wav,motor_off_0286.wav,motor_off,0,train
data/raw/motor_off/motor_off_0287.wav,motor_off_0287.wav,motor_off,0,train
data/raw/motor_off/motor_off_0288.wav,motor_off_0288.wav,motor_off,0,train
data/raw/motor_off/motor_off_0289.wav,motor_off_0289.wav,motor_off,0,train
data/raw/motor_off/motor_off_0290.wav,motor_off_0290.wav,motor_off,0,val
data/raw/motor_off/motor_off_0291.wav,motor_off_0291.wav,motor_off,0,train
data/raw/motor_off/motor_off_0292.wav,motor_off_0292.wav,motor_off,0,train
data/raw/motor_off/motor_off_0293.wav,motor_off_0293.wav,motor_off,0,val
data/raw/motor_off/motor_off_0294.wav,motor_off_0294.wav,motor_off,0,train
data/raw/motor_off/motor_off_0295.wav,motor_off_0295.wav,motor_off,0,train
data/raw/motor_off/motor_off_0296.wav,motor_off_0296.wav,motor_off,0,val
data/raw/motor_off/motor_off_0297.wav,motor_off_0297.wav,motor_off,0,val
data/raw/motor_off/motor_off_0298.wav,motor_off_0298.wav,motor_off,0,train
data/raw/motor_off/motor_off_0299.wav,motor_off_0299.wav,motor_off,0,train
data/raw/normal/normal_0000.wav,normal_0000.wav,normal,1,train
data/raw/normal/normal_0001.wav,normal_0001.wav,normal,1,train
data/raw/normal/normal_0002.wav,normal_0002.wav,normal,1,train
data/raw/normal/normal_0003.wav,normal_0003.wav,normal,1,train
data/raw/normal/normal_0004.wav,normal_0004.wav,normal,1,val
data/raw/normal/normal_0005.wav,normal_0005.wav,normal,1,val
data/raw/normal/normal_0006.wav,normal_0006.wav,normal,1,train
data/raw/normal/normal_0007.wav,normal_0007.wav,normal,1,train
data/raw/normal/normal_0008.wav,normal_0008.wav,normal,1,train
data/raw/normal/normal_0009.wav,normal_0009.wav,normal,1,train
data/raw/normal/normal_0010.wav,normal_0010.wav,normal,1,val
data/raw/normal/normal_0011.wav,normal_0011.wav,normal,1,train
data/raw/normal/normal_0012.wav,normal_0012.wav,normal,1,train
data/raw/normal/normal_0013.wav,normal_0013.wav,normal,1,train
data/raw/normal/normal_0014.wav,normal_0014.wav,normal,1,train
data/raw/normal/normal_0015.wav,normal_0015.wav,normal,1,val
data/raw/normal/normal_0016.wav,normal_0016.wav,normal,1,train
data/raw/normal/normal_0017.wav,normal_0017.wav,normal,1,train
data/raw/normal/normal_0018.wav,normal_0018.wav,normal,1,train
data/raw/normal/normal_0019.wav,normal_0019.wav,normal,1,train
data/raw/normal/normal_0020.wav,normal_0020.wav,normal,1,train
data/raw/normal/normal_0021.wav,normal_0021.wav,normal,1,train
data/raw/normal/normal_0022.wav,normal_0022.wav,normal,1,train
data/raw/normal/normal_0023.wav,normal_0023.wav,normal,1,train
data/raw/normal/normal_0024.wav,normal_0024.wav,normal,1,train
data/raw/normal/normal_0025.wav,normal_0025.wav,normal,1,train
data/raw/normal/normal_0026.wav,normal_0026.wav,normal,1,train
data/raw/normal/normal_0027.wav,normal_0027.wav,normal,1,val
data/raw/normal/normal_0028.wav,normal_0028.wav,normal,1,train
data/raw/normal/normal_0029.wav,normal_0029.wav,normal,1,train
data/raw/normal/normal_0030.wav,normal_0030.wav,normal,1,train
data/raw/normal/normal_0031.wav,normal_0031.wav,normal,1,train
data/raw/normal/normal_0032.wav,normal_0032.wav,normal,1,train
data/raw/normal/normal_0033.wav,normal_0033.wav,normal,1,train
data/raw/normal/normal_0034.wav,normal_0034.wav,normal,1,train
data/raw/normal/normal_0035.wav,normal_0035.wav,normal,1,train
data/raw/normal/normal_0036.wav,normal_0036.wav,normal,1,train
data/raw/normal/normal_0037.wav,normal_0037.wav,normal,1,train
data/raw/normal/normal_0038.wav,normal_0038.wav,normal,1,train
data/raw/normal/normal_0039.wav,normal_0039.wav,normal,1,train
data/raw/normal/normal_0040.wav,normal_0040.wav,normal,1,train
data/raw/normal/normal_0041.wav,normal_0041.wav,normal,1,train
data/raw/normal/normal_0042.wav,normal_0042.wav,normal,1,train
data/raw/normal/normal_0043.wav,normal_0043.wav,normal,1,train
data/raw/normal/normal_0044.wav,normal_0044.wav,normal,1,val
data/raw/normal/normal_0045.wav,normal_0045.wav,normal,1,train
data/raw/normal/normal_0046.wav,normal_0046.wav,normal,1,train
data/raw/normal/normal_0047.wav,normal_0047.wav,normal,1,train
data/raw/normal/normal_0048.wav,normal_0048.wav,normal,1,val
data/raw/normal/normal_0049.wav,normal_0049.wav,normal,1,train
